3327:0.0167386 3216:0.0130677 2133:0.0127561 1964:0.0108638 2008:0.00991303 
3327:0.0228245 284:0.00972027 2772:0.00128294 953:0.00106086 2685:0.00100741 
3327:0.00782617 1538:0.00749438 3168:0.00701805 2041:0.00513505 2685:0.00413285 
2033:0.0299034 3327:0.0137359 537:0.0128938 2685:0.00674423 2354:0.00468393 
1627:0.0320656 2456:0.0317082 3327:0.0149898 2453:0.00968082 284:0.00718907 
3327:0.0146811 2417:0.00324374 1423:0.00269775 1413:0.00250023 3373:0.00121397 
3327:0.0340115 2203:0.0311336 2417:0.00264477 679:0.00180045 1957:0.00177218 
2622:0.0170103 3327:0.0158706 2462:0.00768286 3096:0.00509601 2417:0.0043578 
3327:0.0137453 2417:0.00808379 2507:0.0080657 433:0.00685009 1627:0.00544646 
3327:0.0553246 1391:0.0244289 2203:0.0125499 336:0.0103221 1461:0.00742397 
3327:0.0228146 2578:0.0188436 1976:0.0182179 2710:0.0162664 2685:0.0147406 
2203:0.0449294 3327:0.0389476 336:0.0164305 1171:0.00541359 2924:0.00353078 
3327:0.0245558 2047:0.00660851 2337:0.00527714 2710:0.00524913 2898:0.00489775 
3327:0.0186585 3297:0.00861203 1846:0.00521872 2573:0.00433788 3300:0.00209567 
3327:0.0164635 3358:0.00141877 2281:0.00137492 896:0.00112104 953:0.00106086 
1967:0.0189307 2573:0.0107522 3327:0.00880848 3170:0.00538144 190:0.00294598 
3327:0.0161405 2609:0.00800373 2203:0.00232809 2047:0.00215279 2573:0.00211852 
3327:0.0213222 2456:0.0123146 2911:0.00548581 3096:0.00331608 3065:0.0029008 
3327:0.0196499 1942:0.0160433 537:0.0150623 2573:0.0114739 3297:0.00513405 
2417:0.0120823 3327:0.011912 2227:0.00635093 2228:0.00619305 640:0.00549636 
3327:0.0191912 1627:0.00962817 224:0.0091941 1496:0.00874166 3111:0.00854801 
1905:0.0155753 3327:0.0147857 1958:0.0131164 1542:0.00761179 2609:0.00522576 
3327:0.027054 2447:0.0207249 1152:0.00888472 2609:0.00838009 3096:0.00653322 
1467:0.0583342 1461:0.0485591 3327:0.0318925 1469:0.0122723 1967:0.00411192 
643:0.0170513 3327:0.0145081 898:0.00920162 896:0.00863969 236:0.00854872 
2417:0.0397396 994:0.0250645 3327:0.022856 284:0.0123845 2710:0.00667745 
2203:0.0405882 969:0.00662982 3327:0.00428624 2552:0.00256957 679:0.00212023 
3327:0.0183791 2133:0.00826677 1912:0.0041494 2417:0.00318289 2047:0.00298495 
3327:0.0270876 492:0.0152529 491:0.0148633 2417:0.0136828 3321:0.0119406 
3327:0.0143366 2417:0.00491448 953:0.00106086 2818:0.00102028 1568:0.000878578 
3321:0.0284679 3327:0.0255802 2788:0.00647969 1356:0.00416181 1949:0.00318502 
2573:0.0244873 3327:0.0201244 1192:0.0189201 3208:0.0102808 621:0.00914996 
3083:0.0202372 3327:0.0201714 2818:0.0125545 2573:0.0122784 2685:0.0111515 
3327:0.0390186 2417:0.0131167 2496:0.00582657 2609:0.00567657 3373:0.00298124 
3327:0.0172306 1798:0.00826378 3342:0.00220738 843:0.00168276 953:0.00106086 
3327:0.016709 2417:0.0118771 505:0.00356293 3015:0.00249638 2227:0.00221945 
1964:0.0402446 3196:0.0384078 1192:0.0315481 2361:0.0233203 3327:0.0196881 
3327:0.0211958 1330:0.0151947 1335:0.0144851 2187:0.0136609 2456:0.0128578 
3327:0.0334914 358:0.0240279 891:0.0103513 2203:0.00956629 2142:0.00943752 
3327:0.0248017 2573:0.00898667 1905:0.00752814 2071:0.00585274 463:0.00358083 
3327:0.0335588 2203:0.024799 2041:0.0110745 2456:0.00883235 1711:0.00557981 
2507:0.0328491 220:0.0289592 2447:0.0250194 222:0.0156984 1912:0.00735424 
3041:0.0231511 3327:0.013337 3291:0.0105227 2184:0.0104716 2185:0.0104716 
3327:0.0491294 1318:0.0243767 2797:0.0240278 2792:0.0151289 2787:0.0108629 
3327:0.0209938 1411:0.0197024 2573:0.0127725 1011:0.0101166 33:0.00660304 
1335:0.0310832 657:0.0210173 1330:0.0138719 2187:0.00767387 3327:0.00748638 
650:0.0246396 2696:0.0199105 3327:0.0131783 419:0.0120355 649:0.0101454 
220:0.0502298 2507:0.0439369 222:0.0312312 3321:0.0179144 2447:0.012488 
2203:0.0758164 3327:0.0274651 1847:0.0151499 969:0.0139459 2417:0.0130576 
1905:0.0304088 1958:0.0246452 2831:0.0195531 2507:0.00997163 3096:0.0078466 
2203:0.0534185 3327:0.0175425 336:0.00762904 1746:0.00612021 2685:0.00564771 
3327:0.0151845 1905:0.00260428 2942:0.00237329 2573:0.00216033 2578:0.00120728 
3327:0.0324216 2710:0.0179813 218:0.0133886 2685:0.0125521 3096:0.00534126 
3327:0.0205736 2507:0.0181239 2447:0.0170988 1141:0.0128558 1627:0.00643883 
3327:0.0276512 2417:0.0227031 1627:0.0176323 2788:0.0147427 2447:0.0098794 
2696:0.0487257 650:0.0228313 649:0.0167792 3094:0.0161431 2949:0.01013 
3327:0.0157502 2260:0.0110839 2818:0.00707891 2843:0.00643918 3297:0.00533686 
3327:0.0213098 1030:0.00805253 2573:0.00564767 2788:0.00401062 953:0.00106086 
3327:0.0174984 1627:0.016788 2227:0.0101497 2228:0.00989736 1680:0.00701417 
2849:0.018779 3327:0.0147433 419:0.0047208 290:0.0040336 2850:0.00343747 
3327:0.0270104 1584:0.00385099 573:0.00339599 2685:0.00218341 769:0.00189896 
3327:0.0134531 1627:0.0112638 2507:0.0105408 2417:0.0104776 1563:0.00851786 
2573:0.0543589 1905:0.0399402 3327:0.0385984 1966:0.0364752 576:0.0174972 
3327:0.0253421 1958:0.00908949 1542:0.00891881 1911:0.0085032 1205:0.00635163 
1467:0.0342794 2984:0.0255671 1461:0.0245798 3327:0.0180336 1437:0.00805622 
3327:0.0124369 2788:0.00619883 150:0.00539576 1594:0.00500018 2281:0.00452705 
2447:0.0241117 3327:0.0224031 1504:0.0175715 994:0.0116179 3377:0.00662256 
1922:0.0515748 3327:0.0303099 3096:0.0200554 1152:0.0076152 3057:0.00731425 
2417:0.0250724 3327:0.0210702 3373:0.00846 2788:0.00779354 2797:0.00737832 
2456:0.0869836 559:0.0590102 3327:0.0347785 1931:0.0243697 1330:0.0219653 
3327:0.0109769 2417:0.00993239 537:0.00664088 1755:0.00450857 2582:0.00300456 
3327:0.0201801 3363:0.00904993 1853:0.00770574 2033:0.0063918 2090:0.00536935 
2447:0.047666 3327:0.0270848 2507:0.0111996 2788:0.0100084 1987:0.00553764 
2933:0.0375353 3327:0.0265588 323:0.0249495 2479:0.0247678 2788:0.0147924 
526:0.0290535 3327:0.0149676 2447:0.00480525 525:0.0034074 2417:0.00332433 
1376:0.0385214 3327:0.0381774 825:0.0158254 1496:0.0119887 2671:0.0089554 
1141:0.0312441 3327:0.0302797 1145:0.00819179 1215:0.00658285 3096:0.0061081 
1781:0.0507657 284:0.0428063 2515:0.0361529 3090:0.0297535 1877:0.0271081 
2696:0.034951 650:0.0310361 649:0.0274653 3327:0.0163243 2949:0.012874 
3327:0.0320331 1862:0.0170506 2447:0.0153574 2417:0.0139097 2823:0.00944406 
3327:0.0272411 2984:0.0266349 2203:0.0208232 636:0.0162022 2818:0.0153249 
3187:0.0505826 3327:0.0319228 2842:0.01758 3072:0.0150689 1221:0.00803767 
3083:0.0615654 2818:0.0155456 3327:0.0153658 3297:0.0104876 2843:0.00649019 
3327:0.0228523 2417:0.00311217 3373:0.00295078 2496:0.00278709 3121:0.00192331 
3327:0.0200384 2203:0.00203732 3157:0.00184811 2047:0.00174836 953:0.00106086 
3327:0.00924408 2456:0.00486824 2960:0.00265553 2829:0.00236078 2573:0.00203158 
2762:0.0130131 3327:0.0109276 3367:0.010177 892:0.00988131 3168:0.00886954 
3327:0.0390974 1376:0.0257425 3168:0.0114091 2203:0.0102542 1496:0.00995914 
3327:0.020256 2582:0.0172137 172:0.00965411 2489:0.008866 1011:0.00770571 
3327:0.017938 3321:0.0173319 2911:0.013324 284:0.00414136 317:0.00401975 
2447:0.0318505 3327:0.0238254 1905:0.018699 2507:0.0110304 1958:0.00770542 
3327:0.0197911 3096:0.0114773 2609:0.0104035 1152:0.00477174 1697:0.00420591 
1954:0.0354522 284:0.0295545 3327:0.0180485 2202:0.00395927 300:0.0032322 
3327:0.024285 3350:0.00362761 3049:0.00287614 2203:0.00263951 3034:0.00226209 
3327:0.0169495 2203:0.00996115 1958:0.00777472 2417:0.00477714 3373:0.00440683 
3327:0.0144505 2075:0.00817119 2071:0.00681841 545:0.00328125 1356:0.00252907 
1375:0.0288128 3194:0.022958 3327:0.0209585 1374:0.0199879 994:0.0198411 
174:0.088274 2935:0.0792397 1731:0.0130531 1732:0.00977698 1627:0.00910947 
284:0.0271515 3327:0.0226721 492:0.00779332 2417:0.00663955 301:0.00441871 
3327:0.0177697 3096:0.00714915 3297:0.00420105 3049:0.00245479 1746:0.00190528 
3327:0.0176269 1862:0.00286845 2949:0.00186193 650:0.00177336 2227:0.00176187 
3327:0.0164597 3171:0.00482454 2483:0.00447629 2788:0.00246234 199:0.0021533 
3327:0.0311764 444:0.0136747 1746:0.00939418 2710:0.00692945 433:0.00636855 
3327:0.0149115 1318:0.00396487 2047:0.00305412 2797:0.00290503 2294:0.00248789 
3327:0.0143684 3083:0.0074751 3297:0.00423105 1318:0.00315768 1391:0.0018308 
3327:0.0228931 433:0.0203536 2788:0.0140556 1594:0.0112914 444:0.00620382 
3327:0.019471 2781:0.00823127 3301:0.00289232 1662:0.00218375 708:0.0016658 
2364:0.0243261 2008:0.0238391 3327:0.0213378 253:0.0129631 2260:0.0104353 
3327:0.0483363 1461:0.0186947 636:0.0101492 2573:0.0057456 2075:0.0042353 
3327:0.0381699 2203:0.0355476 2417:0.018434 2401:0.00389923 2115:0.00374017 
3327:0.0168017 3083:0.0166338 2977:0.0124549 1328:0.00713724 3350:0.00558162 
3327:0.0275086 1330:0.00911022 2187:0.00695398 1335:0.00681496 3373:0.00559527 
3187:0.0383452 3327:0.0266064 3072:0.00707879 433:0.00398224 466:0.00352242 
3327:0.0263948 2203:0.02001 234:0.0153674 1078:0.0137911 1077:0.012011 
3327:0.0262888 3187:0.00996391 2447:0.00385843 483:0.00385568 2797:0.00381087 
3327:0.0471839 2447:0.0164734 3373:0.0101975 3389:0.00540267 2573:0.00468168 
3083:0.0555778 2788:0.0225757 3327:0.0142539 2917:0.00886585 1215:0.00859608 
3327:0.0182874 2818:0.00402074 466:0.00282917 463:0.00201463 2203:0.00149591 
1078:0.0777016 1077:0.0726135 234:0.060417 3327:0.0396726 2584:0.0126098 
2203:0.0636536 3327:0.0423406 336:0.0127944 1496:0.0118683 1627:0.0108668 
3096:0.0288679 3327:0.0106123 2071:0.0105773 2073:0.00530213 2788:0.00374417 
3065:0.0160239 3327:0.00876566 284:0.00346159 2203:0.00251298 2573:0.00233745 
491:0.0269198 3327:0.0188154 1976:0.0161442 2797:0.0159856 1318:0.0111962 
3327:0.0268167 1461:0.00387372 2910:0.00375918 2033:0.00265308 1634:0.00262277 
2788:0.0370021 2447:0.0227738 3327:0.0178914 3096:0.0096878 2417:0.00687139 
1967:0.0757322 2757:0.0577985 2951:0.0367781 2630:0.0244686 3327:0.0227995 
1922:0.0353433 3327:0.0298735 190:0.0146864 2071:0.00776985 2552:0.00693063 
2456:0.0830291 559:0.0728095 3327:0.0513637 560:0.0223346 3321:0.0193323 
3327:0.0419715 3168:0.0167528 1496:0.00883244 2203:0.00873652 1152:0.0062315 
1742:0.0260048 2315:0.022777 1287:0.0193506 888:0.0172745 3327:0.0114859 
3327:0.0470027 1152:0.0220386 1786:0.0181865 3168:0.013281 316:0.00960767 
3327:0.0203713 2047:0.00687997 2710:0.0051048 2685:0.00139486 2818:0.00130736 
284:0.0127423 2203:0.00731605 1169:0.00692876 1787:0.00341821 1215:0.00321072 
3327:0.0178633 190:0.00727243 2573:0.00575169 1905:0.00350731 1440:0.00108547 
3327:0.0181061 762:0.0154252 679:0.0135726 924:0.0113611 2203:0.00630259 
3327:0.0211979 3387:0.00340749 1356:0.00242566 1268:0.0013981 953:0.00106086 
3327:0.0251861 1152:0.00827905 1437:0.0033455 2203:0.00314888 3096:0.00262151 
3327:0.0244686 2203:0.00786643 3123:0.00254898 2699:0.00250108 344:0.00222206 
3327:0.0284718 2423:0.026251 2573:0.0043161 3373:0.00404629 1905:0.00370073 
3327:0.0280931 1145:0.00700744 41:0.00463696 3049:0.00436463 1335:0.0042273 
3327:0.123018 1376:0.117109 1893:0.0511625 826:0.0248345 825:0.0194475 
2158:0.0270125 3327:0.0236311 3065:0.009744 2449:0.00869999 2203:0.00791984 
3327:0.0194505 3168:0.00838595 2818:0.00523248 1496:0.00326246 1437:0.0026756 
3327:0.0273972 284:0.0142668 2203:0.00966239 597:0.0057816 1461:0.00415931 
2297:0.062225 2788:0.0315812 3327:0.0261555 2466:0.0236188 3251:0.0236183 
3327:0.0344612 234:0.0159628 3373:0.00792771 1376:0.00745191 233:0.00497344 
3327:0.0177296 2423:0.0100042 1627:0.00792106 1346:0.00486674 3361:0.0047348 
3327:0.0293964 1330:0.0142317 1335:0.00895689 2187:0.00883676 2456:0.00777669 
3327:0.0354439 1376:0.00734693 1786:0.00315803 2203:0.00292103 1781:0.00251424 
1610:0.119804 213:0.100033 2507:0.0904708 3327:0.0164595 2417:0.00350378 
211:0.0290603 3327:0.0196943 3225:0.0143047 3168:0.0135247 3167:0.0111526 
3327:0.0199286 2818:0.0177185 2748:0.00385974 3216:0.00348835 769:0.00302403 
3327:0.0245511 2573:0.0115948 1556:0.00692774 3031:0.00634851 433:0.00628604 
3327:0.0211233 1905:0.0119789 2573:0.0111406 2818:0.00439024 1906:0.00388872 
3327:0.0187455 2447:0.00509605 2710:0.00339957 2609:0.00328312 2949:0.00318291 
3327:0.0138477 2417:0.0105909 2933:0.00711461 2910:0.00598481 1724:0.00548601 
1905:0.0369336 3327:0.0286474 2573:0.0281846 1906:0.0134642 704:0.00859559 
3327:0.0193073 1106:0.0140852 2609:0.0107482 1594:0.003372 2788:0.00289565 
1976:0.021049 3327:0.0189945 1205:0.014937 344:0.0117102 2852:0.0107379 
3327:0.0196084 2573:0.0122472 787:0.0109871 849:0.0108001 3216:0.00977514 
3327:0.0177385 1905:0.00806606 3373:0.0056466 1958:0.00393834 3208:0.0026597 
1627:0.0254021 3327:0.019406 155:0.00991798 1758:0.00946405 2417:0.00929437 
3327:0.0140005 1141:0.00510799 3373:0.0039847 3361:0.00157555 110:0.001189 
2417:0.0139447 1627:0.00875817 318:0.0086271 1786:0.00638747 3327:0.00580156 
3327:0.0352912 3216:0.0213277 1659:0.0183196 1964:0.0175114 2361:0.0101495 
3327:0.147566 3187:0.00666125 736:0.00298729 3083:0.00292697 737:0.00283079 
3327:0.0381785 2042:0.00791013 1496:0.00788903 2203:0.00436196 2788:0.00420435 
3041:0.0749081 3327:0.0219612 2298:0.0095777 2203:0.00772933 2184:0.00292115 
3327:0.0310644 1905:0.0143721 3300:0.003519 2818:0.00110921 3361:0.00107359 
3286:0.0305851 1594:0.0213455 3327:0.0170164 2447:0.0138249 2142:0.00578727 
3327:0.0175828 1818:0.00763553 3321:0.00549652 3168:0.00549186 2979:0.00260175 
3327:0.0248531 2203:0.00391071 1335:0.0018385 2047:0.00161786 2710:0.00120571 
2609:0.0535244 3327:0.0325009 2428:0.0319485 2788:0.0297289 2649:0.0206916 
3327:0.0313421 2788:0.0270294 3096:0.0115459 2203:0.0110537 2447:0.00609952 
3327:0.0240127 1078:0.0112067 1077:0.0101052 3168:0.00851063 2417:0.00348532 
3187:0.0144383 2203:0.0141125 3253:0.00740011 3327:0.00649815 2633:0.00444246 
1905:0.0270041 3327:0.0176641 190:0.012058 3361:0.0102095 2933:0.00790062 
1627:0.0543771 3327:0.0320108 2417:0.0105559 2788:0.00899053 239:0.00723578 
3187:0.0183552 3327:0.0138719 2417:0.0117126 164:0.00423744 2507:0.00396431 
3327:0.0301038 2203:0.0229358 3128:0.00555889 336:0.00345082 2710:0.00209631 
492:0.0566808 3327:0.0209896 2047:0.0126246 344:0.00776794 341:0.0034363 
2326:0.0206959 2462:0.0174599 3327:0.0164788 3065:0.0119692 2788:0.010182 
190:0.0506753 191:0.0352959 3327:0.0274021 769:0.0105607 2573:0.00890135 
3327:0.0243337 1627:0.0172845 2417:0.00760773 211:0.00691358 2710:0.00613876 
2098:0.0248129 3327:0.017558 290:0.0158543 2883:0.014776 3169:0.014613 
2759:0.0239059 2614:0.0212413 3327:0.018011 284:0.0159102 2760:0.00833026 
3327:0.0211741 2710:0.00661987 1330:0.00492185 2417:0.0047928 1335:0.00450025 
1467:0.0423461 3327:0.0410843 1461:0.031922 1318:0.0153647 2797:0.0152866 
3327:0.0232308 2423:0.0123528 2772:0.004282 199:0.00263687 1595:0.00263684 
1905:0.0308193 3327:0.0248082 2797:0.0200373 1958:0.0164953 1906:0.00986373 
2462:0.0263007 3327:0.0187731 2685:0.00844725 2818:0.0052766 2710:0.00196512 
2203:0.0170667 3327:0.0149079 2417:0.0109433 1568:0.00684105 1240:0.00556719 
3253:0.0194516 3327:0.0144955 2203:0.0109851 1461:0.00950093 2911:0.00829692 
1106:0.0248984 1594:0.0226616 3011:0.0164681 478:0.015731 1025:0.0111719 
2417:0.0245511 1330:0.0222158 2187:0.0150413 1335:0.0143068 2186:0.0110965 
3327:0.017224 1141:0.013673 537:0.00972869 1145:0.00705293 2168:0.00449943 
3327:0.0219015 735:0.0141119 2417:0.0115213 3187:0.0108479 284:0.00841491 
3327:0.0488439 896:0.0238881 1205:0.0122625 1060:0.01074 2417:0.00967451 
1905:0.0470819 3327:0.0413318 1966:0.0291826 1440:0.0249231 2573:0.0229898 
284:0.0367666 3327:0.0295977 2006:0.0147058 1627:0.0135702 2379:0.0120737 
3327:0.0312048 1905:0.024384 1958:0.0142687 1906:0.0133 1078:0.00979802 
2447:0.0180981 3327:0.0141892 1262:0.00774607 2417:0.00735596 2788:0.00688923 
3327:0.0245272 2573:0.0176394 2456:0.00687526 1711:0.00482157 2227:0.00386062 
190:0.0518295 191:0.0361743 3327:0.0196691 1461:0.0188312 2615:0.0159705 
2614:0.0330986 3327:0.0286639 284:0.0230808 1905:0.00844441 1461:0.00642686 
3327:0.0269059 1912:0.010504 290:0.00878828 2814:0.00628481 639:0.00473319 
3327:0.0288372 2447:0.0109138 2979:0.00487541 887:0.00422379 3187:0.00365512 
3327:0.0439734 1798:0.0134229 1026:0.0133342 1391:0.00818256 3342:0.00814903 
3327:0.0218906 3168:0.0212573 1152:0.0109277 1496:0.00489905 1335:0.00444487 
642:0.0372476 3327:0.023184 3297:0.0229317 2818:0.00906787 1846:0.00833924 
3216:0.0181861 2573:0.0178264 1905:0.0172445 3327:0.0161098 704:0.0103234 
3327:0.0216466 2447:0.0130205 2788:0.00865958 284:0.00417482 2417:0.00241951 
3327:0.0199138 1152:0.0123031 2785:0.00477181 2417:0.00309679 1958:0.00233096 
2326:0.0386463 3327:0.0227285 2788:0.0199752 2462:0.0187226 635:0.0144079 
2614:0.12026 2203:0.0615636 376:0.0145067 375:0.0133431 2740:0.0114554 
3049:0.0190362 3327:0.0190022 572:0.0145767 2788:0.00985666 1197:0.00926671 
3327:0.0283408 1461:0.0111091 1627:0.00914807 2573:0.00523773 1467:0.00428986 
3327:0.0373299 236:0.0367148 2036:0.022163 3187:0.0130347 2797:0.012664 
1786:0.0304223 3327:0.016157 1781:0.00893922 3205:0.00790368 2417:0.00624616 
3327:0.036308 2071:0.0195652 1746:0.017163 1152:0.0161912 1147:0.012706 
2047:0.0483041 3327:0.0246899 2984:0.0209456 537:0.0204552 2685:0.0160604 
2203:0.0731134 3327:0.0470169 375:0.0148078 2740:0.0133389 376:0.0124694 
2203:0.0482924 3327:0.0313429 1566:0.0175537 1847:0.0143649 1767:0.0126199 
2462:0.0224026 3327:0.022163 580:0.0166892 1154:0.00479523 3340:0.00203494 
3327:0.0383428 1496:0.00954431 30:0.00705094 2685:0.00668174 2417:0.00662417 
3327:0.0230262 284:0.0114166 2417:0.00914251 41:0.00653596 692:0.00410095 
3327:0.0264487 3297:0.0188453 1787:0.0126037 2203:0.0094118 2047:0.00814938 
253:0.0309275 3327:0.0196634 2008:0.0112259 1078:0.0092285 1077:0.00825311 
3327:0.031612 3083:0.0154077 2573:0.0138122 1584:0.01059 2710:0.00838054 
3327:0.0217488 896:0.0113399 1841:0.00965234 1246:0.00738903 1376:0.00698678 
1958:0.0319185 1905:0.0188976 3327:0.0188436 1906:0.00417893 2685:0.00191971 
284:0.023158 3327:0.021482 1627:0.0109941 2447:0.00766788 2417:0.00759495 
3327:0.0149347 3083:0.0133087 3350:0.0083226 2573:0.0049439 2818:0.0040939 
3327:0.117669 1967:0.0719298 1905:0.0340678 3225:0.0115733 2417:0.0111161 
1243:0.0274263 3327:0.0182784 650:0.0100178 2417:0.00317019 2447:0.0030988 
642:0.107722 3327:0.038535 3168:0.0160209 643:0.0155542 2762:0.0124957 
3327:0.0772937 2891:0.0692125 3083:0.0194846 2573:0.00730575 1905:0.00550831 
3350:0.0384913 3327:0.00936077 2818:0.00596356 3216:0.00147727 340:0.00132459 
3327:0.0340189 1376:0.0166132 825:0.00484577 642:0.00436169 2685:0.00304629 
3327:0.0379406 1335:0.00585308 2417:0.00495054 235:0.00386405 1152:0.00353279 
3083:0.0450245 934:0.0183551 3327:0.0179524 3384:0.016403 2573:0.0150993 
3327:0.0286291 3373:0.0126016 284:0.0123513 2417:0.0102718 1976:0.00973789 
2849:0.0154058 3327:0.0153498 491:0.0130384 344:0.00928733 1976:0.00890633 
3327:0.0216191 2417:0.00770761 2447:0.0061996 3373:0.00438551 736:0.00362745 
3327:0.0208611 2496:0.0100065 2493:0.00688935 2203:0.00554316 1976:0.0026629 
1231:0.0707042 891:0.0574943 3327:0.0227701 2447:0.00820467 2584:0.00811812 
3327:0.0312898 2203:0.0135013 2609:0.00653379 2911:0.00435792 3262:0.00426001 
3327:0.0268082 1131:0.0151019 574:0.0126541 2842:0.0120149 1130:0.0076536 
3327:0.0212002 190:0.0143536 1118:0.00401428 3099:0.00234071 2071:0.00225975 
3327:0.0290068 1152:0.0224694 1627:0.00588621 2417:0.0042372 2785:0.00403233 
3327:0.0196311 2054:0.00890524 642:0.00506601 1335:0.00473307 2051:0.00319371 
3321:0.0309477 1976:0.0216705 3327:0.0201058 2496:0.0192649 1922:0.0111231 
3327:0.0317199 2073:0.01807 2788:0.0174588 707:0.0144023 2298:0.0114829 
3327:0.015237 2417:0.00323697 33:0.00304717 1152:0.00281837 224:0.00227344 
1192:0.0634089 3327:0.0238516 3026:0.00613461 2573:0.00548344 2818:0.00405964 
2609:0.0242668 2033:0.0147533 3327:0.0145131 2417:0.0102482 3096:0.00443138 
3327:0.0241997 174:0.00927667 2710:0.00314021 2788:0.00189402 890:0.00173428 
3327:0.0405465 3187:0.0272504 2842:0.0105439 2417:0.0101072 133:0.00885678 
3327:0.0228769 1818:0.0222644 2685:0.00682862 224:0.00493966 2507:0.00407025 
3327:0.0543881 1958:0.0135691 2942:0.0120237 1905:0.0109953 126:0.00911795 
3327:0.0174747 234:0.0075236 1244:0.0056214 2710:0.0049267 1262:0.0026807 
3327:0.0333656 2203:0.0166683 2609:0.00520776 2849:0.00520127 2417:0.00433837 
3327:0.0182733 284:0.0135736 288:0.00653536 1714:0.00555102 2417:0.0034096 
3327:0.0161627 2573:0.00702311 3208:0.00302843 621:0.00269532 3216:0.00204045 
3327:0.0187135 2685:0.00616586 3187:0.00523668 1862:0.00442443 3373:0.00345652 
3327:0.0299656 2417:0.0134292 1152:0.00723836 2788:0.00651702 323:0.00570518 
3327:0.0313825 1862:0.0196039 1627:0.0130576 650:0.0119064 2685:0.0106385 
3327:0.0280255 2573:0.0275925 1905:0.0151683 1966:0.0111772 3083:0.00879889 
3327:0.0246842 268:0.0104376 3367:0.00572257 2762:0.00534674 539:0.00526278 
1461:0.0109678 1467:0.00921947 513:0.00835901 1820:0.00452154 2616:0.00434847 
3327:0.0275545 2592:0.0274041 2260:0.0205059 2261:0.0178493 1787:0.00870449 
3327:0.0288149 1594:0.027642 3285:0.0141439 2685:0.0114925 2818:0.00968471 
288:0.0435139 1096:0.034522 2456:0.0191796 253:0.0142524 3327:0.0134733 
1958:0.0353563 1542:0.0315624 1905:0.0274011 1205:0.0273263 3327:0.0201944 
3327:0.0289896 849:0.0231974 2388:0.015619 787:0.00987286 3060:0.00666262 
3327:0.0292181 2609:0.0108697 1145:0.00998207 2818:0.00386645 3071:0.00154443 
3327:0.0348272 2203:0.00490561 2456:0.00315546 1705:0.00303172 2573:0.00231835 
3327:0.033633 3354:0.0288218 3203:0.0288218 1976:0.0228953 491:0.0189215 
3327:0.0313717 1922:0.0151762 2788:0.00833306 2407:0.00652663 2573:0.00574767 
491:0.0222445 2203:0.0126324 1205:0.0113315 3327:0.0110813 1958:0.0103908 
3253:0.0105921 3327:0.00873433 433:0.00791684 3187:0.00766247 1634:0.00693376 
3327:0.0168999 2818:0.00223725 1798:0.00208758 2348:0.00162313 2048:0.00114378 
2203:0.0584419 3327:0.0399407 375:0.0101519 376:0.0101452 2740:0.00606717 
3327:0.0188745 2910:0.00472816 2226:0.003841 2180:0.00364235 3373:0.0033611 
1532:0.0253279 3327:0.0232881 2814:0.00545558 2047:0.00442025 969:0.00403973 
3327:0.0171858 2417:0.00310211 953:0.00106086 3157:0.000842005 1272:0.000790372 
491:0.0171005 3327:0.0169562 483:0.0151951 2417:0.00304491 2788:0.00301892 
3327:0.0169229 2203:0.00763011 2227:0.00304432 2228:0.00296864 199:0.00275932 
2203:0.0854785 1627:0.0666247 96:0.0501526 806:0.0480306 2315:0.0477912 
1243:0.042665 3327:0.0287892 2573:0.00711846 2910:0.00707452 2898:0.00625923 
3327:0.0251252 2685:0.0134617 2285:0.0017218 2047:0.00160948 2180:0.00156445 
3327:0.0243467 284:0.0194119 2573:0.00509182 1905:0.00401341 3373:0.00384708 
3327:0.0383098 1905:0.0347458 3373:0.027058 1976:0.0146049 1906:0.0144046 
3327:0.0199418 2203:0.00894782 1627:0.00455718 2417:0.00347712 2047:0.00311312 
2456:0.024881 2203:0.0148834 2911:0.00883142 1712:0.0067798 2180:0.00633778 
1330:0.0107802 1335:0.00887212 3327:0.00872103 2582:0.00719958 657:0.0067099 
3327:0.022298 3065:0.00418078 2447:0.00395688 1627:0.00383889 2203:0.00308763 
3321:0.0548774 3327:0.0385429 2227:0.0152466 642:0.0100175 896:0.00817942 
3327:0.0270932 2456:0.0189794 1931:0.0103626 1932:0.00626231 1026:0.00596767 
3327:0.0229 2447:0.00932295 1243:0.00826757 2849:0.00429979 953:0.00106086 
3327:0.0238041 1905:0.0156739 2573:0.0126014 1906:0.00383313 849:0.00280098 
3327:0.0461988 1461:0.0136224 3253:0.0111889 1467:0.010078 336:0.00866994 
3327:0.0241364 916:0.0178448 427:0.0114925 424:0.0078576 428:0.00778113 
3327:0.013702 3373:0.0072332 1976:0.00479045 2203:0.00463552 284:0.00455673 
1467:0.031212 3327:0.0252191 1461:0.0240124 2750:0.00763282 3373:0.00476529 
3327:0.0177949 3049:0.015093 537:0.00754392 1912:0.00565854 2712:0.00361057 
1594:0.0694341 2098:0.0335558 3327:0.0327159 2095:0.0301842 2609:0.0282444 
2073:0.0215082 2071:0.00663557 1030:0.0055045 2788:0.00335278 2462:0.00267041 
3327:0.02249 1461:0.0148613 1467:0.0103018 2615:0.00927996 2075:0.00819817 
3327:0.0524769 2573:0.0130141 1742:0.0128818 1078:0.00251973 1077:0.00178239 
2326:0.0666216 2462:0.0371427 3327:0.0314669 2788:0.0300038 2622:0.0174315 
